include,xmltv_id,raw_name,provider,confidence,score,matched_db_name,grab_site,grab_site_id
yes,TravelxpHDHindi.in@jiotv,TRAVEL XP HINDI FHD [IN],sktech,likely,90.6,Travelxp HD Hindi,jiotv.com,562
yes,TravelxpTamil.in@SD,Travelxp Tamil,meowfy,auto,100.0,Travelxp Tamil,tataplay.com,444
yes,Tunes6.in@jiotv,Tunes 6,meowfy,auto,100.0,Tunes 6,jiotv.com,803
yes,TwentyFourNews.in@SD,Twenty Four News,meowfy,auto,100.0,Twenty Four News,dishtv.in,144032
yes,UniqueTV.in@SD,Unique Tv,meowfy,auto,100.0,Unique TV,dishtv.in,158844
yes,UpdateIndia.in@jiotv,Update India,meowfy,auto,100.0,Update India,jiotv.com,2937
yes,VIPNews.in@SD,VIP News,meowfy,auto,100.0,VIP News,airtelxstream.in,LIVETV_LIVETVCHANNEL_VIP_NEWS
yes,VNMTV.in@jiotv,VNM TV,meowfy,auto,100.0,VNM TV,jiotv.com,1965
yes,VRLive.in@jiotv,VR Live,meowfy,auto,100.0,VR Live,jiotv.com,1790
review,VSTIndiaNews.in@jiotv,Today India News,meowfy,likely,80.0,VST India News,jiotv.com,3114
yes,VTVNews.in@SD,VTV Gujarati,meowfy,auto,100.0,VTV News,dishtv.in,144083
yes,VaanavilTV.in@jiotv,Vaanavil TV,meowfy,auto,100.0,Vaanavil TV,jiotv.com,971
yes,VandeGujarat1.in@jiotv,Vande Gujarat 1,meowfy,auto,100.0,Vande Gujarat 1,jiotv.com,1069
yes,VandeGujarat11.in@jiotv,Vande Gujarat 11,meowfy,auto,100.0,Vande Gujarat 11,jiotv.com,1089
yes,VandeGujarat12.in@jiotv,Vande Gujarat 12,meowfy,auto,100.0,Vande Gujarat 12,jiotv.com,1090
yes,VandeGujarat13.in@jiotv,Vande Gujarat 13,meowfy,auto,100.0,Vande Gujarat 13,jiotv.com,1091
yes,VandeGujarat14.in@jiotv,Vande Gujarat 14,meowfy,auto,100.0,Vande Gujarat 14,jiotv.com,1092
yes,VandeGujarat15.in@jiotv,Vande Gujarat 15,meowfy,auto,100.0,Vande Gujarat 15,jiotv.com,1093
yes,VandeGujarat16.in@jiotv,Vande Gujarat 16,meowfy,auto,100.0,Vande Gujarat 16,jiotv.com,1094
yes,VandeGujarat2.in@jiotv,Vande Gujarat 2,meowfy,auto,100.0,Vande Gujarat 2,jiotv.com,1070
yes,VandeGujarat3.in@jiotv,Vande Gujarat 3,meowfy,auto,100.0,Vande Gujarat 3,jiotv.com,1082
yes,VandeGujarat4.in@jiotv,Vande Gujarat 4,meowfy,auto,100.0,Vande Gujarat 4,jiotv.com,1071
yes,VandeGujarat5.in@jiotv,Vande Gujarat 5,meowfy,auto,100.0,Vande Gujarat 5,jiotv.com,1083
yes,VandeGujarat6.in@jiotv,Vande Gujarat 6,meowfy,auto,100.0,Vande Gujarat 6,jiotv.com,1084
yes,VandeGujarat7.in@jiotv,Vande Gujarat 7,meowfy,auto,100.0,Vande Gujarat 7,jiotv.com,1085
yes,VandeGujarat8.in@jiotv,Vande Gujarat 8,meowfy,auto,100.0,Vande Gujarat 8,jiotv.com,1086
yes,VanithaTV.in@SD,Vanitha,meowfy,auto,100.0,Vanitha TV,tataplay.com,1135
yes,VedicTV.in@jiotv,Vedic TV,meowfy,auto,100.0,Vedic TV,jiotv.com,856
yes,VedicTV.in@jiotv,VEDIC TV [IN],sktech,auto,100.0,Vedic TV,jiotv.com,856
yes,VelichamTV.in@SD,Velicham Tv,meowfy,auto,100.0,Velicham TV,dishtv.in,144070
yes,VendharTV.in@SD,VENDHAR TV [IN],sktech,auto,100.0,Vendhar TV,tataplay.com,659
yes,VijaySuper.in@SD,Vijay Super HD,meowfy,auto,100.0,Vijay Super,dishtv.in,144077
yes,VijaySuper.in@SD,Vijay Super,meowfy,auto,100.0,Vijay Super,dishtv.in,144077
yes,VijayTakkar.in@SD,Vijay Takkar,meowfy,auto,100.0,Vijay Takkar,dishtv.in,144078
yes,VistaarNews.in@SD,Vistaar News,meowfy,auto,100.0,Vistaar News,airtelxstream.in,LIVETV_LIVETVCHANNEL_VISTAAR_NEWS
yes,WION.in@SD,Wion,meowfy,auto,100.0,WION,dishtv.in,144087
yes,WPNWorldPunjabiNews.in@jiotv,WPN World Punjabi News,meowfy,auto,100.0,WPN World Punjabi News,jiotv.com,2918
yes,WildEarth.in@jiotv,Wild Earth,meowfy,auto,100.0,Wild Earth,jiotv.com,2437
yes,WinTV.in@jiotv,Win TV,meowfy,auto,100.0,Win TV,jiotv.com,970
yes,WowCinemaOne.in@jiotv,WOW CINEMA ONE [IN],sktech,auto,100.0,Wow Cinema One,jiotv.com,1366
yes,YRFMusic.in@jiotv,YRF Music,meowfy,auto,100.0,YRF Music,jiotv.com,2753
yes,YRFMusic.in@jiotv,YRF MUSIC FHD [IN],sktech,auto,100.0,YRF Music,jiotv.com,2753
yes,Zee24Ghanta.in@SD,Zee 24 Ghanta,meowfy,auto,100.0,Zee 24 Ghanta,dishtv.in,144431
review,Zee24Ghanta.in@SD,ZEE 24 GHANTA TV [BENGALI],sktech,review,83.7,Zee 24 Ghanta,dishtv.in,144431
review,Zee24Ghanta.in@SD,24 GHANTA [BENGALI],sktech,review,75.8,Zee 24 Ghanta,dishtv.in,144431
yes,Zee24Kalak.in@SD,Zee 24 Kalak,meowfy,auto,100.0,Zee 24 Kalak,dishtv.in,144432
yes,Zee24Taas.in@SD,Zee 24 Taas,meowfy,auto,100.0,Zee 24 Taas,dishtv.in,144433
yes,ZeeAction.in@SD,Zee Action,meowfy,auto,100.0,Zee Action,zee5.com,0-9-zeeaction
yes,ZeeAction.in@SD,ZEE ACTION [IN],sktech,auto,100.0,Zee Action,zee5.com,0-9-zeeaction
yes,ZeeBangla.in@SD,Zee Bangla HD,meowfy,auto,100.0,Zee Bangla,dishtv.in,117853
yes,ZeeBangla.in@SD,Zee Bangla,meowfy,auto,100.0,Zee Bangla,dishtv.in,117853
review,ZeeBanglaCinema.in@SD,Zee Anmol Cinema,meowfy,review,84.8,Zee Bangla Cinema,tataplay.com,254
review,ZeeBanglaCinema.in@SD,ZEE ANMOL CINEMA [IN],sktech,review,84.8,Zee Bangla Cinema,tataplay.com,254
yes,ZeeBharat.in@SD,Zee Bharat,meowfy,auto,100.0,Zee Bharat,dishtv.in,144450
review,ZeeBharat.in@SD,ZEE HINDUSTAN [IN],sktech,review,80.0,Zee Bharat,dishtv.in,144450
yes,ZeeBiharJharkhand.in@SD,Zee Bihar Jharkhand,meowfy,auto,100.0,Zee Bihar Jharkhand,dishtv.in,144153
yes,ZeeBiharJharkhand.in@SD,ZEE BIHAR JHARKHAND [IN],sktech,auto,100.0,Zee Bihar Jharkhand,dishtv.in,144153
yes,ZeeBiskope.in@SD,Zee Bioskope SD,meowfy,auto,95.7,Zee Biskope,dishtv.in,144209
yes,ZeeBiskope.in@SD,ZEE BISKOPE [IN],sktech,auto,100.0,Zee Biskope,dishtv.in,144209
yes,ZeeBollywood.in@SD,Zee Bollywood,meowfy,auto,100.0,Zee Bollywood,dishtv.in,144438
yes,ZeeBollywood.in@SD,ZEE BOLLWOOD [IN],sktech,auto,96.0,Zee Bollywood,dishtv.in,144438
review,ZeeBollywood.in@SD,ZEE ETC BOLLYWOOD [IN],sktech,review,80.7,Zee Bollywood,dishtv.in,144438
yes,ZeeBusiness.in@SD,Zee Business,meowfy,auto,100.0,Zee Business,dishtv.in,144439
yes,ZeeBusiness.in@SD,ZEE BUSINESS [IN],sktech,auto,100.0,Zee Business,dishtv.in,144439
yes,ZeeCinema.in@HD,Zee Cinema HD,meowfy,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,Zee Cinema,meowfy,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA [BENGALI],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA HD [IN],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA SD [IN],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA FHD [IN],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA FHD [IN-UK],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinema.in@HD,ZEE CINEMA [IN-UK],sktech,auto,100.0,Zee Cinema,dishtv.in,144443
yes,ZeeCinemalu.in@SD,Zee Cinemalu HD,meowfy,auto,100.0,Zee Cinemalu,dishtv.in,144445
yes,ZeeCinemalu.in@SD,Zee Cinemalu,meowfy,auto,100.0,Zee Cinemalu,dishtv.in,144445
yes,ZeeClassic.in@SD,Zee Classic,meowfy,auto,100.0,Zee Classic,dishtv.in,144447
yes,ZeeClassic.in@SD,ZEE CLASSIC FHD [IN],sktech,auto,100.0,Zee Classic,dishtv.in,144447
yes,ZeeDelhiNCRHaryana.in@SD,Zee Delhi NCR Haryana,meowfy,auto,100.0,Zee Delhi NCR Haryana,dishtv.in,144448
yes,ZeeKannada.in@SD,Zee Kannada HD,meowfy,auto,100.0,Zee Kannada,dishtv.in,144451
yes,ZeeKannada.in@SD,Zee Kannada,meowfy,auto,100.0,Zee Kannada,dishtv.in,144451
yes,ZeeKannadaNews.in@SD,Zee Kannada News,meowfy,auto,100.0,Zee Kannada News,zee5.com,0-9-9z583537
yes,ZeeKeralam.in@SD,Zee Keralam HD,meowfy,auto,100.0,Zee Keralam,dishtv.in,144454
yes,ZeeMarathi.in@SD,Z Marathi HD,meowfy,auto,90.0,Zee Marathi,dishtv.in,144457
yes,ZeeMarathi.in@SD,Z Marathi,meowfy,auto,90.0,Zee Marathi,dishtv.in,144457
yes,ZeeNews.in@SD,Zee News,meowfy,auto,100.0,Zee News,dishtv.in,159298
yes,ZeeNews.in@SD,ZEE NEWS [IN],sktech,auto,100.0,Zee News,dishtv.in,159298
review,ZeeNews.in@SD,ZEE NEWS MP [IN],sktech,review,78.2,Zee News,dishtv.in,159298
review,ZeeNews.in@SD,ZEE NEWS UP [IN],sktech,review,78.2,Zee News,dishtv.in,159298
review,ZeeNewsMPChattisgarh.in@jiotv,Zee MP Chattisgarh,meowfy,likely,81.8,Zee News MP Chattisgarh,jiotv.com,658
yes,ZeePower.in@SD,Zee Power HD,meowfy,auto,100.0,Zee Power,dishtv.in,144462
review,ZeePunjabHaryanaHimachal.in@SD,Zee Punjab Haryana HP,meowfy,review,83.3,Zee Punjab Haryana Himachal,dishtv.in,144463
yes,ZeePunjabi.in@SD,Zee Punjabi,meowfy,auto,100.0,Zee Punjabi,dishtv.in,144464
yes,ZeeRajasthan.in@SD,Zee Rajasthan,meowfy,auto,100.0,Zee Rajasthan,dishtv.in,144465
yes,ZeeRajasthan.in@SD,ZEE RAJASTHAN [IN],sktech,auto,100.0,Zee Rajasthan,dishtv.in,144465
yes,ZeeSarthak.in@SD,Zee Sarthak,meowfy,auto,100.0,Zee Sarthak,dishtv.in,144467
yes,ZeeSarthak.in@SD,ZEE SARTHAK [IN],sktech,auto,100.0,Zee Sarthak,dishtv.in,144467
yes,ZeeTV.in@SD,Zee TV HD,meowfy,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,Zee TV,meowfy,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,ZEE TV FHD [IN],sktech,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,ZEE TV HD [IN],sktech,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,ZEE TV USA HD [IN],sktech,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,ZEE TV HD [IN-UK],sktech,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTV.in@SD,ZEE TV [IN-UK],sktech,auto,100.0,Zee TV,dishtv.in,144478
yes,ZeeTalkies.in@SD,Zee Talkies HD,meowfy,auto,100.0,Zee Talkies,dishtv.in,144468
yes,ZeeTalkies.in@SD,Zee Talkies,meowfy,auto,100.0,Zee Talkies,dishtv.in,144468
yes,ZeeTalkies.in@SD,ZEE TALKIES FHD [IN],sktech,auto,100.0,Zee Talkies,dishtv.in,144468
yes,ZeeTamil.in@SD,Zee Tamil HD,meowfy,auto,100.0,Zee Tamil,dishtv.in,144470
yes,ZeeTamil.in@SD,Zee Tamil,meowfy,auto,100.0,Zee Tamil,dishtv.in,144470
review,ZeeTamil.in@SD,ZEE ANMOL HD [IN],sktech,review,77.8,Zee Tamil,dishtv.in,144470
yes,ZeeTelugu.in@SD,Zee Telugu HD,meowfy,auto,100.0,Zee Telugu,dishtv.in,144473
yes,ZeeTelugu.in@SD,Zee Telugu,meowfy,auto,100.0,Zee Telugu,dishtv.in,144473
yes,ZeeTeluguNews.in@SD,Zee Telugu News,meowfy,auto,100.0,Zee Telugu News,dishtv.in,158329
yes,ZeeThirai.in@SD,Zee Thirai HD,meowfy,auto,100.0,Zee Thirai,dishtv.in,144476
review,ZeeThirai.in@SD,ZEE THIRAI TV [IN],sktech,review,81.0,Zee Thirai,dishtv.in,144476
yes,ZeeUPUK.in@jiotv,Zee UP UK,meowfy,auto,100.0,Zee UP UK,jiotv.com,572
yes,ZeeYuva.in@SD,Zee Yuva,meowfy,auto,100.0,Zee Yuva,dishtv.in,144481
yes,ZeeYuva.in@SD,ZEE YUVA [IN],sktech,auto,100.0,Zee Yuva,dishtv.in,144481
yes,Zing.in@SD,Zing,meowfy,auto,100.0,Zing!,dishtv.in,144484
yes,Zing.in@SD,ZING [IN],sktech,auto,100.0,Zing!,dishtv.in,144484
yes,Zing.in@SD,ZING [IN-UK],sktech,auto,100.0,Zing!,dishtv.in,144484
yes,Zoom.in@SD,ZOOM,meowfy,auto,100.0,Zoom,dishtv.in,157600
yes,Zoom.in@SD,ZOOM [IN],sktech,auto,100.0,Zoom,dishtv.in,157600
yes,mh1Shraddha.in@jiotv,mh1 Shraddha,meowfy,auto,100.0,mh1 Shraddha,jiotv.com,609
